po_line_id,po_id,line_number,material_id,quantity_ordered,unit_price,line_total,line_status
POL-0000323,PO-2025-00192,3,MAT-00335,25,78.13,1953.25,DELIVERED
POL-0000324,PO-2025-00193,1,MAT-00231,3678,10.55,38802.9,DELIVERED
POL-0000325,PO-2025-00194,1,MAT-00272,62,5.47,339.14,DELIVERED
POL-0000326,PO-2025-00194,2,MAT-00390,936,13.74,12860.64,DELIVERED
POL-0000327,PO-2025-00194,3,MAT-00153,228,12.75,2907.0,DELIVERED
POL-0000328,PO-2025-00194,4,MAT-01117,109,341.91,37268.19,DELIVERED
POL-0000329,PO-2025-00195,1,MAT-00542,390,7.41,2889.9,OVERDUE
POL-0000330,PO-2025-00196,1,MAT-00811,2101,20.36,42776.36,CANCELLED
POL-0000331,PO-2025-00197,1,MAT-00109,70,33.39,2337.3,DELIVERED
POL-0000332,PO-2025-00198,1,MAT-00964,299,57.29,17129.71,OVERDUE
POL-0000333,PO-2025-00198,2,MAT-01052,168,39.07,6563.76,OVERDUE
POL-0000334,PO-2025-00199,1,MAT-00383,4512,2.31,10422.72,DELIVERED
POL-0000335,PO-2025-00199,2,MAT-01099,4309,64.93,279783.37,DELIVERED
POL-0000336,PO-2025-00200,1,MAT-00210,84,1869.34,157024.56,DELIVERED
POL-0000337,PO-2025-00200,2,MAT-01119,2360,31.06,73301.6,DELIVERED
POL-0000338,PO-2025-00200,3,MAT-01007,1034,70.22,72607.48,DELIVERED
POL-0000339,PO-2025-00200,4,MAT-00897,48,19.49,935.52,DELIVERED
POL-0000340,PO-2025-00201,1,MAT-00873,85,5.67,481.95,OVERDUE
POL-0000341,PO-2025-00201,2,MAT-00653,658,18.07,11890.06,OVERDUE
POL-0000342,PO-2025-00201,3,MAT-00694,95,49.22,4675.9,OVERDUE
POL-0000343,PO-2025-00202,1,MAT-00921,193,76.15,14696.95,DELIVERED
POL-0000344,PO-2025-00202,2,MAT-00878,652,33.42,21789.84,DELIVERED
POL-0000345,PO-2025-00203,1,MAT-00244,237,63.18,14973.66,DELIVERED
POL-0000346,PO-2025-00204,1,MAT-00484,2029,31.07,63041.03,OVERDUE
POL-0000347,PO-2025-00205,1,MAT-00771,1895,52.83,100112.85,DELIVERED
POL-0000348,PO-2025-00206,1,MAT-00716,2246,87.73,197041.58,DELIVERED
POL-0000349,PO-2025-00207,1,MAT-00750,139,5.8,806.2,PENDING
POL-0000350,PO-2025-00208,1,MAT-00215,77,18.37,1414.49,DELIVERED
POL-0000351,PO-2025-00208,2,MAT-00357,1291,24.25,31306.75,DELIVERED
POL-0000352,PO-2025-00209,1,MAT-01169,487,50.44,24564.28,PENDING
POL-0000353,PO-2025-00209,2,MAT-00081,323,20.25,6540.75,PENDING
POL-0000354,PO-2025-00210,1,MAT-01095,215,56.28,12100.2,DELIVERED
POL-0000355,PO-2025-00210,2,MAT-01120,111,80.79,8967.69,DELIVERED
POL-0000356,PO-2025-00211,1,MAT-00325,120,7.8,936.0,DELIVERED
POL-0000357,PO-2025-00211,2,MAT-00471,182,17.46,3177.72,DELIVERED
POL-0000358,PO-2025-00212,1,MAT-01111,759,19.73,14975.07,DELIVERED
POL-0000359,PO-2025-00213,1,MAT-00692,795,84.82,67431.9,DELIVERED
POL-0000360,PO-2025-00214,1,MAT-00938,194,54.51,10574.94,DELIVERED
POL-0000361,PO-2025-00214,2,MAT-01115,1303,32.28,42060.84,DELIVERED
POL-0000362,PO-2025-00214,3,MAT-00800,727,26.27,19098.29,DELIVERED
POL-0000363,PO-2025-00215,1,MAT-01105,630,86.37,54413.1,OVERDUE
POL-0000364,PO-2025-00216,1,MAT-00160,1268,48.48,61472.64,DELIVERED
POL-0000365,PO-2025-00217,1,MAT-00308,1084,12.64,13701.76,DELIVERED
POL-0000366,PO-2025-00218,1,MAT-00656,3573,28.04,100186.92,CANCELLED
POL-0000367,PO-2025-00219,1,MAT-00652,104,87.78,9129.12,DELIVERED
POL-0000368,PO-2025-00219,2,MAT-00756,603,487.53,293980.59,DELIVERED
POL-0000369,PO-2025-00220,1,MAT-00552,1955,23.06,45082.3,DELIVERED
POL-0000370,PO-2025-00221,1,MAT-00680,2118,111.31,235754.58,DELIVERED
POL-0000371,PO-2025-00222,1,MAT-01110,43,205.1,8819.3,DELIVERED
POL-0000372,PO-2025-00223,1,MAT-01073,241,29.22,7042.02,DELIVERED
POL-0000373,PO-2025-00224,1,MAT-00603,156,65.44,10208.64,DELIVERED
POL-0000374,PO-2025-00225,1,MAT-01180,944,7.26,6853.44,IN_TRANSIT
POL-0000375,PO-2025-00225,2,MAT-00399,318,22.77,7240.86,IN_TRANSIT
POL-0000376,PO-2025-00225,3,MAT-01173,2369,30.61,72515.09,IN_TRANSIT
POL-0000377,PO-2025-00226,1,MAT-00697,3737,39.32,146938.84,PENDING
POL-0000378,PO-2025-00227,1,MAT-00672,85,2.47,209.95,DELIVERED
POL-0000379,PO-2025-00227,2,MAT-00704,255,5.04,1285.2,DELIVERED
POL-0000380,PO-2025-00227,3,MAT-01179,843,8.13,6853.59,DELIVERED
POL-0000381,PO-2025-00228,1,MAT-00454,2480,46.37,114997.6,DELIVERED
POL-0000382,PO-2025-00228,2,MAT-00458,222,8.73,1938.06,DELIVERED
POL-0000383,PO-2025-00229,1,MAT-01034,358,49.3,17649.4,DELIVERED
POL-0000384,PO-2025-00230,1,MAT-01063,53,91.29,4838.37,CANCELLED
POL-0000385,PO-2025-00230,2,MAT-00657,201,28.52,5732.52,CANCELLED
POL-0000386,PO-2025-00231,1,MAT-00589,87,64.45,5607.15,DELIVERED
POL-0000387,PO-2025-00232,1,MAT-01050,1659,125.08,207507.72,OVERDUE
POL-0000388,PO-2025-00232,2,MAT-00408,308,19.97,6150.76,OVERDUE
POL-0000389,PO-2025-00233,1,MAT-00684,2456,47.87,117568.72,DELIVERED
POL-0000390,PO-2025-00234,1,MAT-00808,1153,15.09,17398.77,DELIVERED
POL-0000391,PO-2025-00235,1,MAT-00672,173,2.47,427.31,DELIVERED
POL-0000392,PO-2025-00236,1,MAT-00440,34,24.07,818.38,DELIVERED
POL-0000393,PO-2025-00236,2,MAT-00873,139,5.67,788.13,DELIVERED
POL-0000394,PO-2025-00236,3,MAT-00650,118,54.47,6427.46,DELIVERED
POL-0000395,PO-2025-00236,4,MAT-00545,2405,1.76,4232.8,DELIVERED
POL-0000396,PO-2025-00237,1,MAT-00307,570,95.19,54258.3,CANCELLED
POL-0000397,PO-2025-00237,2,MAT-00725,1709,28.78,49185.02,CANCELLED
POL-0000398,PO-2025-00238,1,MAT-00785,216,43.23,9337.68,DELIVERED
POL-0000399,PO-2025-00238,2,MAT-00979,1026,4.59,4709.34,DELIVERED
POL-0000400,PO-2025-00239,1,MAT-00740,1106,72.02,79654.12,DELIVERED
POL-0000401,PO-2025-00240,1,MAT-00714,161,39.35,6335.35,OVERDUE
POL-0000402,PO-2025-00240,2,MAT-00877,66,14.6,963.6,OVERDUE
POL-0000403,PO-2025-00240,3,MAT-00665,111,11.14,1236.54,OVERDUE
POL-0000404,PO-2025-00241,1,MAT-01196,4450,44.16,196512.0,DELIVERED
POL-0000405,PO-2025-00242,1,MAT-00284,1143,6.4,7315.2,DELIVERED
POL-0000406,PO-2025-00242,2,MAT-00573,1582,37.85,59878.7,DELIVERED
POL-0000407,PO-2025-00242,3,MAT-00696,3931,17.59,69146.29,DELIVERED
POL-0000408,PO-2025-00242,4,MAT-00865,4858,12.6,61210.8,DELIVERED
POL-0000409,PO-2025-00243,1,MAT-00650,345,54.47,18792.15,DELIVERED
POL-0000410,PO-2025-00244,1,MAT-00244,236,63.18,14910.48,CANCELLED
POL-0000411,PO-2025-00245,1,MAT-00013,889,32.0,28448.0,DELIVERED
POL-0000412,PO-2025-00246,1,MAT-00476,1133,18.94,21459.02,DELIVERED
POL-0000413,PO-2025-00246,2,MAT-00238,4197,30.05,126119.85,DELIVERED
POL-0000414,PO-2025-00246,3,MAT-00650,127,54.47,6917.69,DELIVERED
POL-0000415,PO-2025-00247,1,MAT-00012,353,14.52,5125.56,DELIVERED
POL-0000416,PO-2025-00248,1,MAT-00872,769,10.02,7705.38,DELIVERED
POL-0000417,PO-2025-00249,1,MAT-00785,188,43.23,8127.24,DELIVERED
POL-0000418,PO-2025-00249,2,MAT-00455,67,15.14,1014.38,DELIVERED
POL-0000419,PO-2025-00249,3,MAT-00904,969,112.52,109031.88,DELIVERED
POL-0000420,PO-2025-00249,4,MAT-00600,178,36.77,6545.06,DELIVERED
POL-0000421,PO-2025-00250,1,MAT-00307,1977,95.19,188190.63,DELIVERED
POL-0000422,PO-2025-00251,1,MAT-00344,1551,16.09,24955.59,DELIVERED
POL-0000423,PO-2025-00251,2,MAT-00355,191,27.03,5162.73,DELIVERED
POL-0000424,PO-2025-00251,3,MAT-00217,98,11.66,1142.68,DELIVERED
POL-0000425,PO-2025-00251,4,MAT-00390,2172,13.74,29843.28,DELIVERED
POL-0000426,PO-2025-00252,1,MAT-00259,3507,44.12,154728.84,OVERDUE
POL-0000427,PO-2025-00252,2,MAT-00190,1235,4.66,5755.1,OVERDUE
POL-0000428,PO-2025-00253,1,MAT-00017,295,9.18,2708.1,PENDING
POL-0000429,PO-2025-00254,1,MAT-00418,72,31.86,2293.92,DELIVERED
POL-0000430,PO-2025-00255,1,MAT-01063,120,91.29,10954.8,DELIVERED
POL-0000431,PO-2025-00256,1,MAT-00951,877,20.4,17890.8,DELIVERED
POL-0000432,PO-2025-00257,1,MAT-00991,28,35.34,989.52,DELIVERED
POL-0000433,PO-2025-00257,2,MAT-00292,1737,14.48,25151.76,DELIVERED
POL-0000434,PO-2025-00258,1,MAT-01047,195,57.37,11187.15,OVERDUE
POL-0000435,PO-2025-00258,2,MAT-00804,60,14.02,841.2,OVERDUE
POL-0000436,PO-2025-00259,1,MAT-00373,2828,116.36,329066.08,DELIVERED
POL-0000437,PO-2025-00260,1,MAT-00441,4703,42.64,200535.92,DELIVERED
POL-0000438,PO-2025-00260,2,MAT-01194,486,36.64,17807.04,DELIVERED
POL-0000439,PO-2025-00261,1,MAT-00060,3267,78.27,255708.09,DELIVERED
POL-0000440,PO-2025-00261,2,MAT-00439,198,3.81,754.38,DELIVERED
POL-0000441,PO-2025-00262,1,MAT-00351,835,37.0,30895.0,DELIVERED
POL-0000442,PO-2025-00262,2,MAT-00621,972,9.78,9506.16,DELIVERED
POL-0000443,PO-2025-00263,1,MAT-01128,61,11.12,678.32,OVERDUE
POL-0000444,PO-2025-00264,1,MAT-00501,267,76.28,20366.76,DELIVERED
POL-0000445,PO-2025-00265,1,MAT-01002,539,76.22,41082.58,DELIVERED
POL-0000446,PO-2025-00265,2,MAT-00041,328,61.01,20011.28,DELIVERED
POL-0000447,PO-2025-00265,3,MAT-00535,1115,11.88,13246.2,DELIVERED
POL-0000448,PO-2025-00266,1,MAT-01183,4299,73.63,316535.37,DELIVERED
POL-0000449,PO-2025-00267,1,MAT-01193,319,13.05,4162.95,DELIVERED
POL-0000450,PO-2025-00268,1,MAT-00114,84,400.81,33668.04,PENDING
POL-0000451,PO-2025-00268,2,MAT-01080,1160,68.28,79204.8,PENDING
POL-0000452,PO-2025-00269,1,MAT-00231,1553,10.55,16384.15,DELIVERED
POL-0000453,PO-2025-00269,2,MAT-01144,2391,28.6,68382.6,DELIVERED
POL-0000454,PO-2025-00269,3,MAT-01063,98,91.29,8946.42,DELIVERED
POL-0000455,PO-2025-00270,1,MAT-00306,195,31.01,6046.95,DELIVERED
POL-0000456,PO-2025-00271,1,MAT-00112,404,25.98,10495.92,DELIVERED
POL-0000457,PO-2025-00272,1,MAT-01002,989,76.22,75381.58,DELIVERED
POL-0000458,PO-2025-00273,1,MAT-00763,2348,434.25,1019619.0,DELIVERED
POL-0000459,PO-2025-00274,1,MAT-00083,469,142.68,66916.92,DELIVERED
POL-0000460,PO-2025-00275,1,MAT-00168,224,189.97,42553.28,DELIVERED
POL-0000461,PO-2025-00276,1,MAT-00431,1669,7.03,11733.07,DELIVERED
POL-0000462,PO-2025-00276,2,MAT-00714,182,39.35,7161.7,DELIVERED
POL-0000463,PO-2025-00277,1,MAT-00190,3939,4.66,18355.74,DELIVERED
POL-0000464,PO-2025-00277,2,MAT-00395,613,88.52,54262.76,DELIVERED
POL-0000465,PO-2025-00278,1,MAT-00403,936,28.29,26479.44,CANCELLED
POL-0000466,PO-2025-00279,1,MAT-01024,160,285.56,45689.6,DELIVERED
POL-0000467,PO-2025-00280,1,MAT-00311,223,19.43,4332.89,PENDING
POL-0000468,PO-2025-00281,1,MAT-00943,365,51.39,18757.35,DELIVERED
POL-0000469,PO-2025-00282,1,MAT-00183,4653,7.24,33687.72,DELIVERED
POL-0000470,PO-2025-00283,1,MAT-00086,389,15.13,5885.57,PENDING
POL-0000471,PO-2025-00284,1,MAT-01084,195,229.9,44830.5,DELIVERED
POL-0000472,PO-2025-00284,2,MAT-00076,108,61.74,6667.92,DELIVERED
POL-0000473,PO-2025-00285,1,MAT-00395,1820,88.52,161106.4,DELIVERED
POL-0000474,PO-2025-00286,1,MAT-00933,1704,5.69,9695.76,DELIVERED
POL-0000475,PO-2025-00286,2,MAT-00185,1068,19.38,20697.84,DELIVERED
POL-0000476,PO-2025-00287,1,MAT-01144,1652,28.6,47247.2,OVERDUE
POL-0000477,PO-2025-00287,2,MAT-00669,4927,1.61,7932.47,OVERDUE
POL-0000478,PO-2025-00287,3,MAT-00308,846,12.64,10693.44,OVERDUE
POL-0000479,PO-2025-00288,1,MAT-00770,1901,171.68,326363.68,DELIVERED
POL-0000480,PO-2025-00288,2,MAT-00752,497,5.32,2644.04,DELIVERED
POL-0000481,PO-2025-00289,1,MAT-00717,50,30.37,1518.5,DELIVERED
POL-0000482,PO-2025-00289,2,MAT-00440,96,24.07,2310.72,DELIVERED
POL-0000483,PO-2025-00290,1,MAT-01166,4293,347.29,1490915.97,DELIVERED
POL-0000484,PO-2025-00290,2,MAT-00200,1915,7.7,14745.5,DELIVERED
POL-0000485,PO-2025-00291,1,MAT-00930,60,22.16,1329.6,DELIVERED
POL-0000486,PO-2025-00292,1,MAT-00669,1848,1.61,2975.28,DELIVERED
POL-0000487,PO-2025-00292,2,MAT-00056,1018,65.62,66801.16,DELIVERED
POL-0000488,PO-2025-00292,3,MAT-00154,4552,31.56,143661.12,DELIVERED
POL-0000489,PO-2025-00293,1,MAT-00320,268,22.51,6032.68,CANCELLED
POL-0000490,PO-2025-00293,2,MAT-00742,864,5.96,5149.44,CANCELLED
POL-0000491,PO-2025-00293,3,MAT-00982,1923,37.26,71650.98,CANCELLED
POL-0000492,PO-2025-00294,1,MAT-01014,2772,12.66,35093.52,DELIVERED
POL-0000493,PO-2025-00294,2,MAT-00175,2724,32.53,88611.72,DELIVERED
POL-0000494,PO-2025-00295,1,MAT-00046,312,11.46,3575.52,DELIVERED
POL-0000495,PO-2025-00295,2,MAT-00220,2369,29.8,70596.2,DELIVERED
POL-0000496,PO-2025-00295,3,MAT-00535,1202,11.88,14279.76,DELIVERED
POL-0000497,PO-2025-00296,1,MAT-00325,28,7.8,218.4,DELIVERED
POL-0000498,PO-2025-00296,2,MAT-00121,374,59.21,22144.54,DELIVERED
POL-0000499,PO-2025-00296,3,MAT-00744,115,24.53,2820.95,DELIVERED
POL-0000500,PO-2025-00297,1,MAT-00831,1143,5.82,6652.26,PENDING
POL-0000501,PO-2025-00298,1,MAT-00632,124,130.83,16222.92,DELIVERED
POL-0000502,PO-2025-00298,2,MAT-00762,53,28.94,1533.82,DELIVERED
POL-0000503,PO-2025-00299,1,MAT-00354,2173,23.19,50391.87,DELIVERED
POL-0000504,PO-2025-00300,1,MAT-00515,618,14.31,8843.58,DELIVERED
POL-0000505,PO-2025-00301,1,MAT-00243,197,45.06,8876.82,DELIVERED
POL-0000506,PO-2025-00301,2,MAT-00845,803,33.47,26876.41,DELIVERED
POL-0000507,PO-2025-00301,3,MAT-00206,139,9.16,1273.24,DELIVERED
POL-0000508,PO-2025-00302,1,MAT-00566,1588,15.75,25011.0,DELIVERED
POL-0000509,PO-2025-00303,1,MAT-01059,1121,48.3,54144.3,DELIVERED
POL-0000510,PO-2025-00304,1,MAT-00222,116,3.54,410.64,DELIVERED
POL-0000511,PO-2025-00305,1,MAT-00928,116,42.49,4928.84,DELIVERED
POL-0000512,PO-2025-00305,2,MAT-00098,425,37.1,15767.5,DELIVERED
POL-0000513,PO-2025-00306,1,MAT-00590,650,10.8,7020.0,DELIVERED
POL-0000514,PO-2025-00307,1,MAT-00234,137,11.9,1630.3,IN_TRANSIT
POL-0000515,PO-2025-00308,1,MAT-00715,50,26.1,1305.0,DELIVERED
POL-0000516,PO-2025-00309,1,MAT-00061,4999,15.72,78584.28,DELIVERED
POL-0000517,PO-2025-00310,1,MAT-00411,68,58.42,3972.56,DELIVERED
POL-0000518,PO-2025-00310,2,MAT-00521,1088,4.17,4536.96,DELIVERED
POL-0000519,PO-2025-00310,3,MAT-00807,1373,30.8,42288.4,DELIVERED
POL-0000520,PO-2025-00311,1,MAT-00305,309,25.36,7836.24,IN_TRANSIT
POL-0000521,PO-2025-00311,2,MAT-00284,949,6.4,6073.6,IN_TRANSIT
POL-0000522,PO-2025-00312,1,MAT-00973,664,62.65,41599.6,DELIVERED
POL-0000523,PO-2025-00313,1,MAT-00206,63,9.16,577.08,DELIVERED
POL-0000524,PO-2025-00314,1,MAT-00239,1497,13.02,19490.94,DELIVERED
POL-0000525,PO-2025-00314,2,MAT-00517,114,40.81,4652.34,DELIVERED
POL-0000526,PO-2025-00315,1,MAT-00538,949,15.39,14605.11,DELIVERED
POL-0000527,PO-2025-00315,2,MAT-00553,824,90.33,74431.92,DELIVERED
POL-0000528,PO-2025-00316,1,MAT-00646,202,20.48,4136.96,DELIVERED
POL-0000529,PO-2025-00317,1,MAT-01028,3391,31.51,106850.41,PENDING
POL-0000530,PO-2025-00317,2,MAT-01018,235,14.92,3506.2,PENDING
POL-0000531,PO-2025-00318,1,MAT-00809,897,102.9,92301.3,IN_TRANSIT
POL-0000532,PO-2025-00318,2,MAT-00900,935,11.44,10696.4,IN_TRANSIT
POL-0000533,PO-2025-00319,1,MAT-00850,120,15.13,1815.6,DELIVERED
POL-0000534,PO-2025-00319,2,MAT-00305,186,25.36,4716.96,DELIVERED
POL-0000535,PO-2025-00319,3,MAT-00588,1202,10.35,12440.7,DELIVERED
POL-0000536,PO-2025-00320,1,MAT-00994,2024,13.17,26656.08,DELIVERED
POL-0000537,PO-2025-00320,2,MAT-00895,866,109.37,94714.42,DELIVERED
POL-0000538,PO-2025-00320,3,MAT-01056,91,13.03,1185.73,DELIVERED
POL-0000539,PO-2025-00321,1,MAT-00593,1072,45.4,48668.8,DELIVERED
POL-0000540,PO-2025-00322,1,MAT-00541,779,67.19,52341.01,DELIVERED
POL-0000541,PO-2025-00322,2,MAT-00439,143,3.81,544.83,DELIVERED
POL-0000542,PO-2025-00322,3,MAT-01056,71,13.03,925.13,DELIVERED
POL-0000543,PO-2025-00322,4,MAT-01108,218,8.07,1759.26,DELIVERED
POL-0000544,PO-2025-00323,1,MAT-00217,91,11.66,1061.06,DELIVERED
POL-0000545,PO-2025-00324,1,MAT-00057,3182,9.87,31406.34,DELIVERED
POL-0000546,PO-2025-00324,2,MAT-00172,97,10.25,994.25,DELIVERED
POL-0000547,PO-2025-00324,3,MAT-01171,3051,56.02,170917.02,DELIVERED
POL-0000548,PO-2025-00325,1,MAT-01034,277,49.3,13656.1,OVERDUE
POL-0000549,PO-2025-00326,1,MAT-00046,488,11.46,5592.48,DELIVERED
POL-0000550,PO-2025-00326,2,MAT-00818,1144,65.99,75492.56,DELIVERED
POL-0000551,PO-2025-00326,3,MAT-00623,78,213.25,16633.5,DELIVERED
POL-0000552,PO-2025-00327,1,MAT-00330,308,46.68,14377.44,CANCELLED
POL-0000553,PO-2025-00327,2,MAT-00478,821,36.9,30294.9,CANCELLED
POL-0000554,PO-2025-00327,3,MAT-00902,1222,15.79,19295.38,CANCELLED
POL-0000555,PO-2025-00328,1,MAT-00766,27,11.4,307.8,DELIVERED
POL-0000556,PO-2025-00329,1,MAT-01107,1374,48.98,67298.52,DELIVERED
POL-0000557,PO-2025-00330,1,MAT-00369,2612,27.23,71124.76,DELIVERED
POL-0000558,PO-2025-00331,1,MAT-00173,1041,24.6,25608.6,DELIVERED
POL-0000559,PO-2025-00331,2,MAT-00868,323,35.58,11492.34,DELIVERED
POL-0000560,PO-2025-00332,1,MAT-01034,477,49.3,23516.1,DELIVERED
POL-0000561,PO-2025-00333,1,MAT-00978,96,1.78,170.88,DELIVERED
POL-0000562,PO-2025-00334,1,MAT-00530,1488,8.81,13109.28,DELIVERED
POL-0000563,PO-2025-00335,1,MAT-01131,105,38.46,4038.3,DELIVERED
POL-0000564,PO-2025-00335,2,MAT-01133,323,162.9,52616.7,DELIVERED
POL-0000565,PO-2025-00336,1,MAT-00683,3324,14.72,48929.28,DELIVERED
POL-0000566,PO-2025-00336,2,MAT-00816,172,4.83,830.76,DELIVERED
POL-0000567,PO-2025-00336,3,MAT-00093,1134,11.8,13381.2,DELIVERED
POL-0000568,PO-2025-00337,1,MAT-00864,1029,168.91,173808.39,DELIVERED
POL-0000569,PO-2025-00338,1,MAT-00880,62,103.54,6419.48,DELIVERED
POL-0000570,PO-2025-00339,1,MAT-00024,492,4.87,2396.04,DELIVERED
POL-0000571,PO-2025-00340,1,MAT-00729,25,15.56,389.0,DELIVERED
POL-0000572,PO-2025-00341,1,MAT-01176,150,20.33,3049.5,DELIVERED
POL-0000573,PO-2025-00342,1,MAT-00085,129,10.07,1299.03,PENDING
POL-0000574,PO-2025-00342,2,MAT-00310,124,19.19,2379.56,PENDING
POL-0000575,PO-2025-00342,3,MAT-01080,695,68.28,47454.6,PENDING
POL-0000576,PO-2025-00342,4,MAT-01180,636,7.26,4617.36,PENDING
POL-0000577,PO-2025-00343,1,MAT-00046,431,11.46,4939.26,DELIVERED
POL-0000578,PO-2025-00344,1,MAT-00509,1929,26.62,51349.98,CANCELLED
POL-0000579,PO-2025-00344,2,MAT-00222,193,3.54,683.22,CANCELLED
POL-0000580,PO-2025-00344,3,MAT-00974,3878,11.91,46186.98,CANCELLED
POL-0000581,PO-2025-00345,1,MAT-00001,100,43.14,4314.0,CANCELLED
POL-0000582,PO-2025-00346,1,MAT-01140,27,60.83,1642.41,DELIVERED
POL-0000583,PO-2025-00346,2,MAT-00340,61,14.49,883.89,DELIVERED
POL-0000584,PO-2025-00346,3,MAT-00571,100,24.27,2427.0,DELIVERED
POL-0000585,PO-2025-00347,1,MAT-01015,567,157.79,89466.93,DELIVERED
POL-0000586,PO-2025-00348,1,MAT-00065,66,64.8,4276.8,DELIVERED
POL-0000587,PO-2025-00348,2,MAT-00130,2880,13.81,39772.8,DELIVERED
POL-0000588,PO-2025-00349,1,MAT-00992,3292,2.75,9053.0,DELIVERED
POL-0000589,PO-2025-00349,2,MAT-01120,88,80.79,7109.52,DELIVERED
POL-0000590,PO-2025-00350,1,MAT-01120,34,80.79,2746.86,DELIVERED
POL-0000591,PO-2025-00350,2,MAT-00164,692,10.01,6926.92,DELIVERED
POL-0000592,PO-2025-00351,1,MAT-00848,467,356.33,166406.11,DELIVERED
POL-0000593,PO-2025-00351,2,MAT-00772,1197,12.97,15525.09,DELIVERED
POL-0000594,PO-2025-00352,1,MAT-01119,3785,31.06,117562.1,DELIVERED
POL-0000595,PO-2025-00352,2,MAT-01126,2761,7.09,19575.49,DELIVERED
POL-0000596,PO-2025-00353,1,MAT-01038,577,4.76,2746.52,DELIVERED
POL-0000597,PO-2025-00353,2,MAT-00535,1228,11.88,14588.64,DELIVERED
POL-0000598,PO-2025-00353,3,MAT-00101,360,5.32,1915.2,DELIVERED
POL-0000599,PO-2025-00354,1,MAT-00277,2489,30.42,75715.38,DELIVERED
POL-0000600,PO-2025-00354,2,MAT-00505,94,13.36,1255.84,DELIVERED
POL-0000601,PO-2025-00355,1,MAT-00782,672,5.92,3978.24,DELIVERED
POL-0000602,PO-2025-00356,1,MAT-00127,660,9.12,6019.2,DELIVERED
POL-0000603,PO-2025-00357,1,MAT-00258,1257,12.63,15875.91,DELIVERED
POL-0000604,PO-2025-00357,2,MAT-00016,119,14.33,1705.27,DELIVERED
POL-0000605,PO-2025-00358,1,MAT-01173,1000,30.61,30610.0,DELIVERED
POL-0000606,PO-2025-00358,2,MAT-00097,2173,38.03,82639.19,DELIVERED
POL-0000607,PO-2025-00358,3,MAT-00771,4994,52.83,263833.02,DELIVERED
POL-0000608,PO-2025-00358,4,MAT-00562,207,256.03,52998.21,DELIVERED
POL-0000609,PO-2025-00359,1,MAT-01141,1200,20.07,24084.0,PENDING
POL-0000610,PO-2025-00360,1,MAT-00893,56,78.98,4422.88,DELIVERED
POL-0000611,PO-2025-00360,2,MAT-00868,446,35.58,15868.68,DELIVERED
POL-0000612,PO-2025-00361,1,MAT-01004,700,11.94,8358.0,DELIVERED
POL-0000613,PO-2025-00362,1,MAT-00632,85,130.83,11120.55,DELIVERED
POL-0000614,PO-2025-00363,1,MAT-00871,1048,22.39,23464.72,DELIVERED
POL-0000615,PO-2025-00364,1,MAT-00781,1078,29.37,31660.86,DELIVERED
POL-0000616,PO-2025-00365,1,MAT-00223,597,50.15,29939.55,PENDING
POL-0000617,PO-2025-00365,2,MAT-00110,103,22.42,2309.26,PENDING
POL-0000618,PO-2025-00366,1,MAT-00872,431,10.02,4318.62,DELIVERED
POL-0000619,PO-2025-00367,1,MAT-00926,260,4.52,1175.2,DELIVERED
POL-0000620,PO-2025-00368,1,MAT-00648,2123,24.06,51079.38,DELIVERED
POL-0000621,PO-2025-00369,1,MAT-00205,1065,5.44,5793.6,OVERDUE
POL-0000622,PO-2025-00369,2,MAT-00515,1566,14.31,22409.46,OVERDUE
POL-0000623,PO-2025-00369,3,MAT-01059,3557,48.3,171803.1,OVERDUE
POL-0000624,PO-2025-00370,1,MAT-00123,4927,130.9,644944.3,DELIVERED
POL-0000625,PO-2025-00370,2,MAT-00986,96,7.51,720.96,DELIVERED
POL-0000626,PO-2025-00371,1,MAT-01145,84,21.86,1836.24,OVERDUE
POL-0000627,PO-2025-00372,1,MAT-00734,769,3.9,2999.1,OVERDUE
POL-0000628,PO-2025-00373,1,MAT-00837,39,154.21,6014.19,DELIVERED
POL-0000629,PO-2025-00374,1,MAT-00228,3941,7.91,31173.31,DELIVERED
POL-0000630,PO-2025-00375,1,MAT-00981,391,66.4,25962.4,DELIVERED
POL-0000631,PO-2025-00375,2,MAT-01091,1192,24.48,29180.16,DELIVERED
POL-0000632,PO-2025-00376,1,MAT-01135,76,18.83,1431.08,DELIVERED
POL-0000633,PO-2025-00377,1,MAT-00635,965,8.68,8376.2,DELIVERED
POL-0000634,PO-2025-00377,2,MAT-00665,112,11.14,1247.68,DELIVERED
POL-0000635,PO-2025-00378,1,MAT-00742,504,5.96,3003.84,DELIVERED
POL-0000636,PO-2025-00378,2,MAT-00753,107,8.73,934.11,DELIVERED
POL-0000637,PO-2025-00378,3,MAT-00957,117,38.32,4483.44,DELIVERED
POL-0000638,PO-2025-00379,1,MAT-00299,404,60.43,24413.72,DELIVERED
POL-0000639,PO-2025-00379,2,MAT-00917,214,48.1,10293.4,DELIVERED
POL-0000640,PO-2025-00379,3,MAT-01101,86,80.68,6938.48,DELIVERED
POL-0000641,PO-2025-00380,1,MAT-01007,1014,70.22,71203.08,DELIVERED
POL-0000642,PO-2025-00380,2,MAT-00498,914,20.15,18417.1,DELIVERED
POL-0000643,PO-2025-00381,1,MAT-00341,1610,10.09,16244.9,DELIVERED
POL-0000644,PO-2025-00381,2,MAT-00778,93,21.4,1990.2,DELIVERED
