allocation_id,work_order_id,material_id,required_quantity,allocated_quantity,shortage_quantity
ALC-0000450,WO-2025-000077,MAT-00551,1092,1092,0
ALC-0000451,WO-2025-000077,MAT-00666,596,596,0
ALC-0000452,WO-2025-000077,MAT-00881,2317,2317,0
ALC-0000453,WO-2025-000077,MAT-00748,1899,1899,0
ALC-0000454,WO-2025-000078,MAT-00579,1029,1029,0
ALC-0000455,WO-2025-000078,MAT-01060,4162,4162,0
ALC-0000456,WO-2025-000078,MAT-00977,2625,2625,0
ALC-0000457,WO-2025-000078,MAT-00510,1371,1371,0
ALC-0000458,WO-2025-000079,MAT-00484,144,144,0
ALC-0000459,WO-2025-000079,MAT-00987,127,127,0
ALC-0000460,WO-2025-000079,MAT-00974,238,238,0
ALC-0000461,WO-2025-000079,MAT-00802,247,247,0
ALC-0000462,WO-2025-000079,MAT-00002,202,202,0
ALC-0000463,WO-2025-000079,MAT-01083,127,127,0
ALC-0000464,WO-2025-000079,MAT-00860,236,236,0
ALC-0000465,WO-2025-000080,MAT-00476,758,758,0
ALC-0000466,WO-2025-000080,MAT-00979,665,665,0
ALC-0000467,WO-2025-000080,MAT-00952,527,527,0
ALC-0000468,WO-2025-000080,MAT-01059,1148,1148,0
ALC-0000469,WO-2025-000080,MAT-00960,767,767,0
ALC-0000470,WO-2025-000081,MAT-00469,1983,1983,0
ALC-0000471,WO-2025-000081,MAT-00521,1067,1067,0
ALC-0000472,WO-2025-000081,MAT-01011,2269,2269,0
ALC-0000473,WO-2025-000081,MAT-00063,680,680,0
ALC-0000474,WO-2025-000081,MAT-00239,1920,1920,0
ALC-0000475,WO-2025-000081,MAT-00791,998,998,0
ALC-0000476,WO-2025-000081,MAT-00495,1009,1009,0
ALC-0000477,WO-2025-000081,MAT-00739,2284,2284,0
ALC-0000478,WO-2025-000082,MAT-01126,396,396,0
ALC-0000479,WO-2025-000082,MAT-00237,411,411,0
ALC-0000480,WO-2025-000082,MAT-00270,189,189,0
ALC-0000481,WO-2025-000082,MAT-00646,433,433,0
ALC-0000482,WO-2025-000082,MAT-00121,284,284,0
ALC-0000483,WO-2025-000083,MAT-00187,1461,1461,0
ALC-0000484,WO-2025-000083,MAT-00755,2342,2342,0
ALC-0000485,WO-2025-000083,MAT-00851,1707,1707,0
ALC-0000486,WO-2025-000083,MAT-01125,1629,1629,0
ALC-0000487,WO-2025-000083,MAT-00515,704,704,0
ALC-0000488,WO-2025-000083,MAT-00408,1682,1682,0
ALC-0000489,WO-2025-000084,MAT-01011,877,877,0
ALC-0000490,WO-2025-000084,MAT-00436,2315,2315,0
ALC-0000491,WO-2025-000084,MAT-00032,1578,1578,0
ALC-0000492,WO-2025-000084,MAT-00947,673,673,0
ALC-0000493,WO-2025-000084,MAT-00482,1690,1690,0
ALC-0000494,WO-2025-000084,MAT-01180,1704,1704,0
ALC-0000495,WO-2025-000084,MAT-00468,1008,1008,0
ALC-0000496,WO-2025-000084,MAT-01076,2344,2344,0
ALC-0000497,WO-2025-000085,MAT-00323,397,397,0
ALC-0000498,WO-2025-000085,MAT-00453,440,440,0
ALC-0000499,WO-2025-000085,MAT-00087,816,816,0
ALC-0000500,WO-2025-000085,MAT-00638,695,695,0
ALC-0000501,WO-2025-000086,MAT-01088,967,967,0
ALC-0000502,WO-2025-000086,MAT-00618,935,935,0
ALC-0000503,WO-2025-000086,MAT-00482,742,742,0
ALC-0000504,WO-2025-000086,MAT-00384,691,691,0
ALC-0000505,WO-2025-000086,MAT-00572,762,762,0
ALC-0000506,WO-2025-000087,MAT-00529,2119,2119,0
ALC-0000507,WO-2025-000087,MAT-00931,2089,2089,0
ALC-0000508,WO-2025-000087,MAT-01033,2205,2205,0
ALC-0000509,WO-2025-000087,MAT-00436,510,510,0
ALC-0000510,WO-2025-000087,MAT-00847,2255,2255,0
ALC-0000511,WO-2025-000088,MAT-01050,101,101,0
ALC-0000512,WO-2025-000088,MAT-00145,179,179,0
ALC-0000513,WO-2025-000088,MAT-00806,130,130,0
ALC-0000514,WO-2025-000088,MAT-00345,203,203,0
ALC-0000515,WO-2025-000089,MAT-00837,90,90,0
ALC-0000516,WO-2025-000089,MAT-01151,92,92,0
ALC-0000517,WO-2025-000089,MAT-00741,127,127,0
ALC-0000518,WO-2025-000089,MAT-01099,89,89,0
ALC-0000519,WO-2025-000089,MAT-00734,58,58,0
ALC-0000520,WO-2025-000089,MAT-00744,134,134,0
ALC-0000521,WO-2025-000089,MAT-00298,127,127,0
ALC-0000522,WO-2025-000090,MAT-00907,214,214,0
ALC-0000523,WO-2025-000090,MAT-00790,109,109,0
ALC-0000524,WO-2025-000090,MAT-01157,67,67,0
ALC-0000525,WO-2025-000090,MAT-00817,155,155,0
ALC-0000526,WO-2025-000091,MAT-00845,962,962,0
ALC-0000527,WO-2025-000091,MAT-00208,667,667,0
ALC-0000528,WO-2025-000091,MAT-01035,1866,1866,0
ALC-0000529,WO-2025-000091,MAT-00979,1503,1503,0
ALC-0000530,WO-2025-000091,MAT-01142,2497,2497,0
ALC-0000531,WO-2025-000092,MAT-00089,202,202,0
ALC-0000532,WO-2025-000092,MAT-00953,66,66,0
ALC-0000533,WO-2025-000092,MAT-00227,236,236,0
ALC-0000534,WO-2025-000092,MAT-00925,183,183,0
ALC-0000535,WO-2025-000092,MAT-00465,240,240,0
ALC-0000536,WO-2025-000092,MAT-00432,246,246,0
ALC-0000537,WO-2025-000092,MAT-00893,249,249,0
ALC-0000538,WO-2025-000092,MAT-00411,203,203,0
ALC-0000539,WO-2025-000093,MAT-01073,4009,4009,0
ALC-0000540,WO-2025-000093,MAT-00775,1999,1999,0
ALC-0000541,WO-2025-000093,MAT-00724,2923,2923,0
ALC-0000542,WO-2025-000093,MAT-00301,3128,3128,0
ALC-0000543,WO-2025-000093,MAT-00936,1148,1148,0
ALC-0000544,WO-2025-000093,MAT-01177,2888,2888,0
ALC-0000545,WO-2025-000093,MAT-00180,1074,1074,0
ALC-0000546,WO-2025-000094,MAT-00686,820,820,0
ALC-0000547,WO-2025-000094,MAT-00317,422,422,0
ALC-0000548,WO-2025-000094,MAT-01074,257,257,0
ALC-0000549,WO-2025-000094,MAT-01082,1199,1199,0
ALC-0000550,WO-2025-000094,MAT-00733,533,533,0
ALC-0000551,WO-2025-000094,MAT-00411,1028,1028,0
ALC-0000552,WO-2025-000094,MAT-00059,633,633,0
ALC-0000553,WO-2025-000095,MAT-00998,827,827,0
ALC-0000554,WO-2025-000095,MAT-01111,992,992,0
ALC-0000555,WO-2025-000095,MAT-00965,350,350,0
ALC-0000556,WO-2025-000095,MAT-00366,1035,1035,0
ALC-0000557,WO-2025-000095,MAT-00560,967,967,0
ALC-0000558,WO-2025-000096,MAT-00136,115,115,0
ALC-0000559,WO-2025-000096,MAT-00724,169,169,0
ALC-0000560,WO-2025-000096,MAT-01030,402,402,0
ALC-0000561,WO-2025-000096,MAT-00807,350,350,0
ALC-0000562,WO-2025-000097,MAT-01046,112,112,0
ALC-0000563,WO-2025-000097,MAT-00998,373,373,0
ALC-0000564,WO-2025-000097,MAT-00852,107,107,0
ALC-0000565,WO-2025-000097,MAT-00704,376,376,0
ALC-0000566,WO-2025-000097,MAT-00431,403,403,0
ALC-0000567,WO-2025-000097,MAT-00191,426,426,0
ALC-0000568,WO-2025-000097,MAT-00427,308,308,0
ALC-0000569,WO-2025-000098,MAT-00566,1934,1934,0
ALC-0000570,WO-2025-000098,MAT-00582,3805,3805,0
ALC-0000571,WO-2025-000098,MAT-00611,4892,4892,0
ALC-0000572,WO-2025-000098,MAT-00473,4700,4700,0
ALC-0000573,WO-2025-000098,MAT-00010,3951,3951,0
ALC-0000574,WO-2025-000098,MAT-01186,3912,3912,0
ALC-0000575,WO-2025-000099,MAT-00465,467,467,0
ALC-0000576,WO-2025-000099,MAT-00727,361,361,0
ALC-0000577,WO-2025-000099,MAT-01067,713,713,0
ALC-0000578,WO-2025-000099,MAT-00119,399,399,0
ALC-0000579,WO-2025-000099,MAT-01023,585,585,0
ALC-0000580,WO-2025-000099,MAT-00743,1012,1012,0
ALC-0000581,WO-2025-000099,MAT-00108,493,493,0
ALC-0000582,WO-2025-000099,MAT-01078,371,371,0
ALC-0000583,WO-2025-000100,MAT-00206,3133,3133,0
ALC-0000584,WO-2025-000100,MAT-00083,3373,3373,0
ALC-0000585,WO-2025-000100,MAT-00341,1392,1392,0
ALC-0000586,WO-2025-000100,MAT-00894,1792,1792,0
ALC-0000587,WO-2025-000100,MAT-00530,1726,1726,0
ALC-0000588,WO-2025-000100,MAT-00318,4983,4983,0
ALC-0000589,WO-2025-000100,MAT-00490,3178,3178,0
ALC-0000590,WO-2025-000101,MAT-00491,263,263,0
ALC-0000591,WO-2025-000101,MAT-00216,268,268,0
ALC-0000592,WO-2025-000101,MAT-00500,484,484,0
ALC-0000593,WO-2025-000101,MAT-00358,392,392,0
ALC-0000594,WO-2025-000101,MAT-00714,389,389,0
ALC-0000595,WO-2025-000101,MAT-00700,254,254,0
ALC-0000596,WO-2025-000102,MAT-00312,231,231,0
ALC-0000597,WO-2025-000102,MAT-00225,102,102,0
ALC-0000598,WO-2025-000102,MAT-00691,243,243,0
ALC-0000599,WO-2025-000102,MAT-00262,154,154,0
ALC-0000600,WO-2025-000102,MAT-00662,89,89,0
ALC-0000601,WO-2025-000102,MAT-00792,53,53,0
ALC-0000602,WO-2025-000102,MAT-00539,176,176,0
ALC-0000603,WO-2025-000102,MAT-00635,137,137,0
ALC-0000604,WO-2025-000103,MAT-00376,368,368,0
ALC-0000605,WO-2025-000103,MAT-00623,213,213,0
ALC-0000606,WO-2025-000103,MAT-00878,310,310,0
ALC-0000607,WO-2025-000103,MAT-00483,298,298,0
ALC-0000608,WO-2025-000103,MAT-00534,491,491,0
ALC-0000609,WO-2025-000103,MAT-00167,445,445,0
ALC-0000610,WO-2025-000103,MAT-00526,311,311,0
ALC-0000611,WO-2025-000103,MAT-01157,399,399,0
ALC-0000612,WO-2025-000104,MAT-01163,3926,3926,0
ALC-0000613,WO-2025-000104,MAT-00175,4062,4062,0
ALC-0000614,WO-2025-000104,MAT-00618,4379,4379,0
ALC-0000615,WO-2025-000104,MAT-01094,2254,2254,0
ALC-0000616,WO-2025-000104,MAT-00439,4195,4195,0
ALC-0000617,WO-2025-000104,MAT-01170,1703,1703,0
ALC-0000618,WO-2025-000104,MAT-00191,2993,2993,0
ALC-0000619,WO-2025-000104,MAT-00626,2412,2412,0
ALC-0000620,WO-2025-000105,MAT-00195,218,218,0
ALC-0000621,WO-2025-000105,MAT-00931,497,497,0
ALC-0000622,WO-2025-000105,MAT-01148,301,301,0
ALC-0000623,WO-2025-000105,MAT-01059,353,353,0
ALC-0000624,WO-2025-000105,MAT-00034,236,236,0
ALC-0000625,WO-2025-000105,MAT-00900,368,368,0
ALC-0000626,WO-2025-000105,MAT-00371,274,274,0
ALC-0000627,WO-2025-000105,MAT-00190,212,212,0
ALC-0000628,WO-2025-000106,MAT-00086,212,212,0
ALC-0000629,WO-2025-000106,MAT-00568,212,212,0
ALC-0000630,WO-2025-000106,MAT-00748,219,219,0
ALC-0000631,WO-2025-000106,MAT-00851,60,60,0
ALC-0000632,WO-2025-000106,MAT-00417,225,225,0
ALC-0000633,WO-2025-000107,MAT-00454,409,409,0
ALC-0000634,WO-2025-000107,MAT-00295,409,409,0
ALC-0000635,WO-2025-000107,MAT-01078,137,137,0
ALC-0000636,WO-2025-000107,MAT-00802,429,429,0
ALC-0000637,WO-2025-000107,MAT-00150,310,310,0
ALC-0000638,WO-2025-000107,MAT-01135,377,377,0
ALC-0000639,WO-2025-000108,MAT-01087,4380,4380,0
ALC-0000640,WO-2025-000108,MAT-00818,4768,4768,0
ALC-0000641,WO-2025-000108,MAT-00133,3231,3231,0
ALC-0000642,WO-2025-000108,MAT-00705,3266,3266,0
ALC-0000643,WO-2025-000108,MAT-00035,4548,4548,0
ALC-0000644,WO-2025-000108,MAT-00482,4894,4894,0
ALC-0000645,WO-2025-000108,MAT-00249,3014,3014,0
ALC-0000646,WO-2025-000108,MAT-00263,2161,2161,0
ALC-0000647,WO-2025-000109,MAT-00246,75,75,0
ALC-0000648,WO-2025-000109,MAT-00331,114,114,0
ALC-0000649,WO-2025-000109,MAT-00432,63,63,0
ALC-0000650,WO-2025-000109,MAT-00721,176,176,0
ALC-0000651,WO-2025-000110,MAT-00317,169,169,0
ALC-0000652,WO-2025-000110,MAT-00446,157,157,0
ALC-0000653,WO-2025-000110,MAT-00431,91,91,0
ALC-0000654,WO-2025-000110,MAT-00165,160,160,0
ALC-0000655,WO-2025-000110,MAT-00186,137,137,0
ALC-0000656,WO-2025-000111,MAT-00284,1549,1549,0
ALC-0000657,WO-2025-000111,MAT-00949,1379,1379,0
ALC-0000658,WO-2025-000111,MAT-00716,539,539,0
ALC-0000659,WO-2025-000111,MAT-00523,1088,1088,0
ALC-0000660,WO-2025-000111,MAT-00472,1643,1643,0
ALC-0000661,WO-2025-000111,MAT-00982,1035,1035,0
ALC-0000662,WO-2025-000112,MAT-00104,2950,2950,0
ALC-0000663,WO-2025-000112,MAT-00434,1684,1684,0
ALC-0000664,WO-2025-000112,MAT-00569,3070,3070,0
ALC-0000665,WO-2025-000112,MAT-00729,3393,3393,0
ALC-0000666,WO-2025-000112,MAT-00887,1149,1149,0
ALC-0000667,WO-2025-000112,MAT-00019,3297,3297,0
ALC-0000668,WO-2025-000112,MAT-00596,1827,1827,0
ALC-0000669,WO-2025-000113,MAT-00562,4586,4586,0
ALC-0000670,WO-2025-000113,MAT-01078,2346,2346,0
ALC-0000671,WO-2025-000113,MAT-00121,1630,1630,0
ALC-0000672,WO-2025-000113,MAT-00480,1271,1271,0
ALC-0000673,WO-2025-000113,MAT-00494,3550,3550,0
ALC-0000674,WO-2025-000113,MAT-00424,2687,2687,0
ALC-0000675,WO-2025-000113,MAT-00883,3700,3700,0
ALC-0000676,WO-2025-000114,MAT-00567,122,122,0
ALC-0000677,WO-2025-000114,MAT-01126,226,226,0
ALC-0000678,WO-2025-000114,MAT-00524,98,98,0
ALC-0000679,WO-2025-000114,MAT-01172,200,200,0
ALC-0000680,WO-2025-000114,MAT-00450,218,218,0
ALC-0000681,WO-2025-000115,MAT-00050,154,154,0
ALC-0000682,WO-2025-000115,MAT-00331,176,176,0
ALC-0000683,WO-2025-000115,MAT-00444,138,138,0
ALC-0000684,WO-2025-000115,MAT-00728,146,146,0
ALC-0000685,WO-2025-000115,MAT-00224,209,209,0
ALC-0000686,WO-2025-000115,MAT-01160,211,211,0
ALC-0000687,WO-2025-000115,MAT-00451,150,150,0
ALC-0000688,WO-2025-000116,MAT-00543,715,715,0
ALC-0000689,WO-2025-000116,MAT-00948,1030,1030,0
ALC-0000690,WO-2025-000116,MAT-00876,727,727,0
ALC-0000691,WO-2025-000116,MAT-00432,506,506,0
ALC-0000692,WO-2025-000116,MAT-00491,1081,1081,0
ALC-0000693,WO-2025-000116,MAT-00916,622,622,0
ALC-0000694,WO-2025-000116,MAT-01148,1045,1045,0
ALC-0000695,WO-2025-000116,MAT-00554,921,921,0
ALC-0000696,WO-2025-000117,MAT-00936,404,404,0
ALC-0000697,WO-2025-000117,MAT-00977,176,176,0
ALC-0000698,WO-2025-000117,MAT-00859,209,209,0
ALC-0000699,WO-2025-000117,MAT-00691,418,418,0
ALC-0000700,WO-2025-000117,MAT-00425,203,203,0
ALC-0000701,WO-2025-000117,MAT-00350,337,337,0
ALC-0000702,WO-2025-000117,MAT-00291,191,191,0
ALC-0000703,WO-2025-000117,MAT-01055,356,356,0
ALC-0000704,WO-2025-000118,MAT-00637,4863,4863,0
ALC-0000705,WO-2025-000118,MAT-00141,4559,4559,0
ALC-0000706,WO-2025-000118,MAT-00998,2529,2529,0
ALC-0000707,WO-2025-000118,MAT-00577,2793,2793,0
ALC-0000708,WO-2025-000119,MAT-01149,82,82,0
ALC-0000709,WO-2025-000119,MAT-00490,108,108,0
ALC-0000710,WO-2025-000119,MAT-00229,144,144,0
ALC-0000711,WO-2025-000119,MAT-00964,101,101,0
ALC-0000712,WO-2025-000120,MAT-00406,397,397,0
ALC-0000713,WO-2025-000120,MAT-00097,402,402,0
ALC-0000714,WO-2025-000120,MAT-00664,352,352,0
ALC-0000715,WO-2025-000120,MAT-00261,475,475,0
ALC-0000716,WO-2025-000121,MAT-00936,4949,4949,0
ALC-0000717,WO-2025-000121,MAT-00018,4988,4988,0
ALC-0000718,WO-2025-000121,MAT-01037,1548,1548,0
ALC-0000719,WO-2025-000121,MAT-01102,2471,2471,0
ALC-0000720,WO-2025-000121,MAT-00260,2667,2667,0
ALC-0000721,WO-2025-000121,MAT-00426,1538,1538,0
ALC-0000722,WO-2025-000122,MAT-00104,298,298,0
ALC-0000723,WO-2025-000122,MAT-00982,203,203,0
ALC-0000724,WO-2025-000122,MAT-00250,302,302,0
ALC-0000725,WO-2025-000122,MAT-00926,348,348,0
ALC-0000726,WO-2025-000122,MAT-00052,391,391,0
ALC-0000727,WO-2025-000123,MAT-00462,710,710,0
ALC-0000728,WO-2025-000123,MAT-00722,1131,1131,0
ALC-0000729,WO-2025-000123,MAT-01041,1939,1939,0
ALC-0000730,WO-2025-000123,MAT-01116,2099,2099,0
ALC-0000731,WO-2025-000123,MAT-00667,2301,2301,0
ALC-0000732,WO-2025-000123,MAT-00620,1106,1106,0
ALC-0000733,WO-2025-000124,MAT-01114,141,141,0
ALC-0000734,WO-2025-000124,MAT-00627,219,219,0
ALC-0000735,WO-2025-000124,MAT-00170,217,217,0
ALC-0000736,WO-2025-000124,MAT-00389,229,229,0
ALC-0000737,WO-2025-000124,MAT-01019,172,172,0
ALC-0000738,WO-2025-000124,MAT-00392,193,193,0
ALC-0000739,WO-2025-000124,MAT-00935,133,133,0
ALC-0000740,WO-2025-000125,MAT-01074,1526,1526,0
ALC-0000741,WO-2025-000125,MAT-01198,1338,1338,0
ALC-0000742,WO-2025-000125,MAT-00070,694,694,0
ALC-0000743,WO-2025-000125,MAT-00629,1224,1224,0
ALC-0000744,WO-2025-000125,MAT-00806,2075,2075,0
ALC-0000745,WO-2025-000125,MAT-00418,1286,1286,0
ALC-0000746,WO-2025-000126,MAT-00454,411,411,0
ALC-0000747,WO-2025-000126,MAT-00038,207,207,0
ALC-0000748,WO-2025-000126,MAT-00699,133,133,0
ALC-0000749,WO-2025-000126,MAT-00001,333,333,0
ALC-0000750,WO-2025-000127,MAT-00622,116,28,88
ALC-0000751,WO-2025-000127,MAT-00787,397,130,267
ALC-0000752,WO-2025-000127,MAT-00957,407,137,270
ALC-0000753,WO-2025-000127,MAT-00368,286,110,176
ALC-0000754,WO-2025-000128,MAT-00720,2082,2082,0
ALC-0000755,WO-2025-000128,MAT-00283,2747,2747,0
ALC-0000756,WO-2025-000128,MAT-00172,3776,3776,0
ALC-0000757,WO-2025-000128,MAT-00538,4312,4312,0
ALC-0000758,WO-2025-000128,MAT-00436,2875,2875,0
ALC-0000759,WO-2025-000128,MAT-00176,2020,2020,0
ALC-0000760,WO-2025-000129,MAT-00454,296,296,0
ALC-0000761,WO-2025-000129,MAT-00639,466,466,0
ALC-0000762,WO-2025-000129,MAT-00116,731,731,0
ALC-0000763,WO-2025-000129,MAT-01106,770,770,0
ALC-0000764,WO-2025-000129,MAT-00787,580,580,0
ALC-0000765,WO-2025-000130,MAT-00871,459,459,0
ALC-0000766,WO-2025-000130,MAT-01084,1069,1069,0
ALC-0000767,WO-2025-000130,MAT-00692,1221,1221,0
ALC-0000768,WO-2025-000130,MAT-00359,435,435,0
ALC-0000769,WO-2025-000130,MAT-00900,780,780,0
ALC-0000770,WO-2025-000131,MAT-00472,2980,2980,0
ALC-0000771,WO-2025-000131,MAT-00168,4383,4383,0
ALC-0000772,WO-2025-000131,MAT-00661,2798,2798,0
ALC-0000773,WO-2025-000131,MAT-00691,3326,3326,0
ALC-0000774,WO-2025-000131,MAT-01030,1676,1676,0
ALC-0000775,WO-2025-000131,MAT-00486,1718,1718,0
ALC-0000776,WO-2025-000131,MAT-00551,2481,2481,0
ALC-0000777,WO-2025-000131,MAT-00111,2895,2895,0
ALC-0000778,WO-2025-000132,MAT-00329,622,622,0
ALC-0000779,WO-2025-000132,MAT-00026,332,332,0
ALC-0000780,WO-2025-000132,MAT-00664,1189,1189,0
ALC-0000781,WO-2025-000132,MAT-00264,1132,1132,0
ALC-0000782,WO-2025-000132,MAT-00242,590,590,0
ALC-0000783,WO-2025-000133,MAT-00773,907,907,0
ALC-0000784,WO-2025-000133,MAT-00233,432,432,0
ALC-0000785,WO-2025-000133,MAT-01071,899,899,0
ALC-0000786,WO-2025-000133,MAT-00491,327,327,0
ALC-0000787,WO-2025-000133,MAT-00208,1242,1242,0
ALC-0000788,WO-2025-000133,MAT-00917,810,810,0
ALC-0000789,WO-2025-000133,MAT-00363,628,628,0
ALC-0000790,WO-2025-000133,MAT-00278,560,560,0
ALC-0000791,WO-2025-000134,MAT-01087,871,871,0
ALC-0000792,WO-2025-000134,MAT-00313,940,940,0
ALC-0000793,WO-2025-000134,MAT-00931,317,317,0
ALC-0000794,WO-2025-000134,MAT-00332,1040,1040,0
ALC-0000795,WO-2025-000134,MAT-00554,298,298,0
ALC-0000796,WO-2025-000134,MAT-00294,310,310,0
ALC-0000797,WO-2025-000134,MAT-00809,909,909,0
ALC-0000798,WO-2025-000135,MAT-00916,289,289,0
ALC-0000799,WO-2025-000135,MAT-00244,715,715,0
ALC-0000800,WO-2025-000135,MAT-01096,788,788,0
ALC-0000801,WO-2025-000135,MAT-00563,687,687,0
ALC-0000802,WO-2025-000135,MAT-00117,329,329,0
ALC-0000803,WO-2025-000135,MAT-01146,608,608,0
ALC-0000804,WO-2025-000135,MAT-00920,745,745,0
ALC-0000805,WO-2025-000136,MAT-00137,2228,2228,0
ALC-0000806,WO-2025-000136,MAT-00051,785,785,0
ALC-0000807,WO-2025-000136,MAT-01065,926,926,0
ALC-0000808,WO-2025-000136,MAT-01042,1158,1158,0
ALC-0000809,WO-2025-000136,MAT-00834,1282,1282,0
ALC-0000810,WO-2025-000136,MAT-00551,2440,2440,0
ALC-0000811,WO-2025-000137,MAT-00670,2985,2985,0
ALC-0000812,WO-2025-000137,MAT-00711,2549,2549,0
ALC-0000813,WO-2025-000137,MAT-00039,3757,3757,0
ALC-0000814,WO-2025-000137,MAT-00797,4264,4264,0
ALC-0000815,WO-2025-000138,MAT-01149,647,647,0
ALC-0000816,WO-2025-000138,MAT-00417,844,844,0
ALC-0000817,WO-2025-000138,MAT-00930,957,957,0
ALC-0000818,WO-2025-000138,MAT-00624,979,979,0
ALC-0000819,WO-2025-000139,MAT-00213,873,873,0
ALC-0000820,WO-2025-000139,MAT-00546,441,441,0
ALC-0000821,WO-2025-000139,MAT-01105,433,433,0
ALC-0000822,WO-2025-000139,MAT-00800,1140,1140,0
ALC-0000823,WO-2025-000139,MAT-00946,487,487,0
ALC-0000824,WO-2025-000140,MAT-01194,4186,4186,0
ALC-0000825,WO-2025-000140,MAT-00974,2216,2216,0
ALC-0000826,WO-2025-000140,MAT-00367,1288,1288,0
ALC-0000827,WO-2025-000140,MAT-00916,4869,4869,0
ALC-0000828,WO-2025-000140,MAT-00017,4580,4580,0
ALC-0000829,WO-2025-000140,MAT-00989,4309,4309,0
ALC-0000830,WO-2025-000140,MAT-00226,4383,4383,0
ALC-0000831,WO-2025-000141,MAT-00680,629,629,0
ALC-0000832,WO-2025-000141,MAT-00799,1025,1025,0
ALC-0000833,WO-2025-000141,MAT-00029,725,725,0
ALC-0000834,WO-2025-000141,MAT-00241,1121,1121,0
ALC-0000835,WO-2025-000141,MAT-00534,998,998,0
ALC-0000836,WO-2025-000142,MAT-01004,51,51,0
ALC-0000837,WO-2025-000142,MAT-00521,61,61,0
ALC-0000838,WO-2025-000142,MAT-00738,53,53,0
ALC-0000839,WO-2025-000142,MAT-01029,150,150,0
ALC-0000840,WO-2025-000142,MAT-00327,53,53,0
ALC-0000841,WO-2025-000142,MAT-00763,166,166,0
ALC-0000842,WO-2025-000143,MAT-00824,236,236,0
ALC-0000843,WO-2025-000143,MAT-00993,462,462,0
ALC-0000844,WO-2025-000143,MAT-00924,411,411,0
ALC-0000845,WO-2025-000143,MAT-01006,201,201,0
ALC-0000846,WO-2025-000143,MAT-00883,368,368,0
ALC-0000847,WO-2025-000143,MAT-00994,209,209,0
ALC-0000848,WO-2025-000143,MAT-00042,198,198,0
ALC-0000849,WO-2025-000144,MAT-00686,126,126,0
ALC-0000850,WO-2025-000144,MAT-01094,421,421,0
ALC-0000851,WO-2025-000144,MAT-00379,338,338,0
ALC-0000852,WO-2025-000144,MAT-00961,478,478,0
ALC-0000853,WO-2025-000144,MAT-00674,220,220,0
ALC-0000854,WO-2025-000145,MAT-00332,1172,1172,0
ALC-0000855,WO-2025-000145,MAT-01080,352,352,0
ALC-0000856,WO-2025-000145,MAT-00623,1241,1241,0
ALC-0000857,WO-2025-000145,MAT-00393,1202,1202,0
ALC-0000858,WO-2025-000146,MAT-01097,223,223,0
ALC-0000859,WO-2025-000146,MAT-00664,54,54,0
ALC-0000860,WO-2025-000146,MAT-00989,123,123,0
ALC-0000861,WO-2025-000146,MAT-00786,91,91,0
ALC-0000862,WO-2025-000146,MAT-01033,120,120,0
ALC-0000863,WO-2025-000146,MAT-01181,209,209,0
ALC-0000864,WO-2025-000146,MAT-00610,211,211,0
ALC-0000865,WO-2025-000147,MAT-00449,184,184,0
ALC-0000866,WO-2025-000147,MAT-00755,191,191,0
ALC-0000867,WO-2025-000147,MAT-00458,137,137,0
ALC-0000868,WO-2025-000147,MAT-01122,53,53,0
ALC-0000869,WO-2025-000147,MAT-00650,223,223,0
ALC-0000870,WO-2025-000147,MAT-00970,194,194,0
ALC-0000871,WO-2025-000147,MAT-00959,84,84,0
ALC-0000872,WO-2025-000147,MAT-00946,242,242,0
ALC-0000873,WO-2025-000148,MAT-00481,880,880,0
ALC-0000874,WO-2025-000148,MAT-00516,964,964,0
ALC-0000875,WO-2025-000148,MAT-00083,681,681,0
ALC-0000876,WO-2025-000148,MAT-00137,532,532,0
ALC-0000877,WO-2025-000148,MAT-00431,721,721,0
ALC-0000878,WO-2025-000149,MAT-01115,206,206,0
ALC-0000879,WO-2025-000149,MAT-00188,114,114,0
ALC-0000880,WO-2025-000149,MAT-01138,178,178,0
ALC-0000881,WO-2025-000149,MAT-01105,318,318,0
ALC-0000882,WO-2025-000149,MAT-01198,403,403,0
ALC-0000883,WO-2025-000149,MAT-00549,467,467,0
ALC-0000884,WO-2025-000149,MAT-01122,325,325,0
ALC-0000885,WO-2025-000150,MAT-00374,882,882,0
ALC-0000886,WO-2025-000150,MAT-00496,936,936,0
ALC-0000887,WO-2025-000150,MAT-00960,1055,1055,0
ALC-0000888,WO-2025-000150,MAT-00253,539,539,0
ALC-0000889,WO-2025-000151,MAT-00520,76,76,0
ALC-0000890,WO-2025-000151,MAT-00156,205,205,0
ALC-0000891,WO-2025-000151,MAT-00653,238,238,0
ALC-0000892,WO-2025-000151,MAT-00120,218,218,0
ALC-0000893,WO-2025-000152,MAT-00837,269,269,0
ALC-0000894,WO-2025-000152,MAT-00671,317,317,0
ALC-0000895,WO-2025-000152,MAT-00267,357,357,0
ALC-0000896,WO-2025-000152,MAT-00513,255,255,0
ALC-0000897,WO-2025-000152,MAT-01064,496,496,0
ALC-0000898,WO-2025-000153,MAT-01121,100,100,0
ALC-0000899,WO-2025-000153,MAT-00623,217,217,0
ALC-0000900,WO-2025-000153,MAT-01022,124,124,0
ALC-0000901,WO-2025-000153,MAT-00984,91,91,0
ALC-0000902,WO-2025-000153,MAT-00124,188,188,0
ALC-0000903,WO-2025-000153,MAT-00824,219,219,0
ALC-0000904,WO-2025-000153,MAT-00288,200,200,0
